scenario_id,decision_type,question,location,outdoor_temp,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,Dry at 2:00 PM,5,5,7,8,3,5.85
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,Dry at 9:00 PM,8,8,5,7,1,7.25
76,Appliance,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",,Dry at 5:00 PM,5,5,7,8,2,5.85
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,Dry at 2:00 PM,4,4,7,6,3,4.9
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,Dry at 12:00 AM,10,10,8,9,1,9.45
77,Appliance,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",,Dry at 11:00 PM,8,7,5,6,2,6.75
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,Dry at 1:00 AM,10,10,0,0,1,6.5
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,Dry at 2:00 PM,5,5,5,5,2,5
78,Appliance,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",,Dry at 8:00 PM,0,0,0,0,3,0
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,Dry at 8:00 PM,5,5,8,7,1,5.9
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,Dry at 10:00 AM,5,5,3,7,3,4.9
79,Appliance,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",,Dry at 4:00 PM,5,5,3,7,2,4.9
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,Dry at 1:00 AM,8,7,5,6,1,6.75
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,Dry at 9:00 PM,5,5,7,6,3,5.55
80,Appliance,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",,Dry at 4:00 PM,5,5,7,6,2,5.55
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,Dry at 12:00 AM,5,5,3,4,3,4.45
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,Dry at 7:00 PM,5,5,3,7,1,4.9
81,Appliance,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",,Dry at 3:00 PM,5,5,2,7,2,4.7
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,Dry at 12:00 AM,10,10,10,10,2,10
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,Dry at 10:00 PM,10,10,10,10,1,10
82,Appliance,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",,Dry at 4:00 PM,0,0,0,0,3,0
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,Dry at 4:00 PM,5,5,7,8,3,5.85
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,Dry at 10:00 PM,6,6,4,8,2,5.9
83,Appliance,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",,Dry at 6:00 AM,8,8,7,6,1,7.5
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,Dry at 3:00 PM,5,5,7,8,3,5.85
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,Dry at 11:00 PM,8,7,5,6,2,6.75
84,Appliance,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",,Dry at 1:00 AM,8,8,6,7,1,7.45
85,Appliance,When should I do dishes today?,"York, PA",,Run dishwasher at 7:00 PM,5,5,7,8,1,5.85
85,Appliance,When should I do dishes today?,"York, PA",,Run dishwasher at 10:00 PM,5,5,7,6,2,5.55
85,Appliance,When should I do dishes today?,"York, PA",,Run dishwasher at 1:00 AM,5,5,3,7,3,4.9
86,Shower,What's the ideal shower length?,"Erie, PA",28,6,5,5,7,8,1,5.85
86,Shower,What's the ideal shower length?,"Erie, PA",28,9,5,5,7,6,3,5.55
86,Shower,What's the ideal shower length?,"Erie, PA",28,12,5,5,7,6,2,5.55
87,Shower,What's the ideal shower length?,"Scranton, PA",32,5,5,5,5,5,3,5
87,Shower,What's the ideal shower length?,"Scranton, PA",32,7,5,5,7,6,2,5.55
87,Shower,What's the ideal shower length?,"Scranton, PA",32,10,5,5,7,8,1,5.85
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,5,5,5,5,5,2,5
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,10,5,5,3,7,3,4.9
88,Shower,What's the ideal shower length?,"Bethlehem, PA",60,15,5,5,7,6,1,5.55
89,Shower,How long should my showers be?,"Reading, PA",82,5,5,5,5,5,3,5
89,Shower,How long should my showers be?,"Reading, PA",82,8,5,5,7,6,2,5.55
89,Shower,How long should my showers be?,"Reading, PA",82,12,5,5,7,8,1,5.85
90,Shower,How long should my showers be?,"York, PA",48,5,5,5,7,6,3,5.55
90,Shower,How long should my showers be?,"York, PA",48,10,5,5,8,7,1,5.9
90,Shower,How long should my showers be?,"York, PA",48,15,5,5,7,6,2,5.55
91,Shower,How long should my showers be?,"West Chester, PA",58,5,5,5,7,8,1,5.85
91,Shower,How long should my showers be?,"West Chester, PA",58,7,5,5,7,6,2,5.55
91,Shower,How long should my showers be?,"West Chester, PA",58,10,0,0,10,10,3,3.5
92,Shower,How long should my showers be?,"State College, PA",30,6,5,5,3,7,3,4.9
92,Shower,How long should my showers be?,"State College, PA",30,10,5,5,7,8,1,5.85
92,Shower,How long should my showers be?,"State College, PA",30,15,4,4,7,6,2,4.9
93,Shower,How long should my showers be?,"Doylestown, PA",85,6,5,5,7,6,2,5.55
93,Shower,How long should my showers be?,"Doylestown, PA",85,9,4,4,7,6,3,4.9
93,Shower,How long should my showers be?,"Doylestown, PA",85,12,5,5,7,8,1,5.85
94,Shower,What's the ideal shower length?,"Media, PA",52,5,5,5,5,5,3,5
94,Shower,What's the ideal shower length?,"Media, PA",52,8,5,5,7,6,2,5.55
94,Shower,What's the ideal shower length?,"Media, PA",52,12,6,6,5,7,1,5.95
95,Shower,What's the ideal shower length?,"Norristown, PA",35,6,5,5,7,8,1,5.85
95,Shower,What's the ideal shower length?,"Norristown, PA",35,10,4,4,5,6,3,4.5
95,Shower,What's the ideal shower length?,"Norristown, PA",35,15,5,5,7,6,2,5.55
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,6,5,5,6,7,3,5.5
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,9,5,5,7,6,2,5.55
96,Shower,What's the ideal shower length?,"King of Prussia, PA",62,12,6,6,7,8,1,6.5
97,Shower,How long should my showers be?,"Pottstown, PA",78,5,5,5,7,8,3,5.85
97,Shower,How long should my showers be?,"Pottstown, PA",78,8,7,7,5,8,1,6.75
97,Shower,How long should my showers be?,"Pottstown, PA",78,12,5,5,7,8,2,5.85
98,Shower,What's the ideal shower length?,"Exton, PA",55,6,5,5,5,5,3,5
98,Shower,What's the ideal shower length?,"Exton, PA",55,9,7,7,5,6,2,6.45
98,Shower,What's the ideal shower length?,"Exton, PA",55,12,7,7,5,8,1,6.75
99,Shower,What's the ideal shower length?,"Newtown, PA",33,5,5,5,5,5,3,5
99,Shower,What's the ideal shower length?,"Newtown, PA",33,7,5,5,7,6,2,5.55
99,Shower,What's the ideal shower length?,"Newtown, PA",33,10,5,5,7,8,1,5.85
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,2,5,5,3,7,3,4.9
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,16,5,5,7,6,2,5.55
100,Shower,What's the ideal shower length?,"Wilkes-Barre, PA",58,29,5,5,7,6,1,5.55
