scenario_id,question,location,decision_type,calculator,extraction_failed,gt_calculation_failed,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,HVACGroundTruthCalculator,False,False,76,5.76,5.76,10.0,9.59,1,7.182499999999999
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,HVACGroundTruthCalculator,False,False,77,5.9,5.9,9.32,9.59,2,7.137499999999999
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,HVACGroundTruthCalculator,False,False,78,6.05,6.05,8.6,9.59,3,7.090999999999999
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,HVACGroundTruthCalculator,False,False,82,6.82,6.82,3.36,10.0,2,6.6049999999999995
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,HVACGroundTruthCalculator,False,False,76,6.22,6.22,10.0,9.59,1,7.481499999999999
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,HVACGroundTruthCalculator,False,False,70,5.61,5.62,3.36,7.93,3,5.5115
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,HVACGroundTruthCalculator,False,False,65,4.68,4.68,4.06,7.29,2,4.9475
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,HVACGroundTruthCalculator,False,False,72,3.5,3.5,8.6,7.29,1,5.0885
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,HVACGroundTruthCalculator,False,False,79,2.18,2.32,2.86,5.47,3,2.8585
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,HVACGroundTruthCalculator,False,False,78,2.84,2.84,8.6,8.72,1,4.874
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,HVACGroundTruthCalculator,False,False,80,3.21,3.21,6.11,8.72,2,4.6165
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,HVACGroundTruthCalculator,False,False,82,3.59,3.59,4.06,8.72,3,4.4535
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,HVACGroundTruthCalculator,False,False,66,1.72,2.1,4.71,7.29,3,3.2865
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,HVACGroundTruthCalculator,False,False,69,1.13,1.6,9.25,7.29,1,3.8425000000000002
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,HVACGroundTruthCalculator,False,False,72,0.65,1.1,8.46,7.29,2,3.3655
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,HVACGroundTruthCalculator,False,False,68,10.0,10.0,8.6,10.0,2,9.72
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,HVACGroundTruthCalculator,False,False,70,10.0,10.0,10.0,9.59,1,9.9385
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,HVACGroundTruthCalculator,False,False,72,10.0,10.0,8.6,9.59,3,9.6585
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,4.26,4.2,10.0,10.0,1,6.247999999999999
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 AM,6.25,4.2,1.53,0.0,3,3.651
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,9:00 PM,6.25,4.2,7.0,4.48,2,5.417
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4pm,7.67,7.65,0.94,3.83,2,5.741
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5pm,7.67,7.65,0.84,3.83,3,5.721
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,7pm,8.52,7.65,10.0,10.0,1,8.7335
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,8:00 PM,8.86,8.17,10.0,10.0,1,9.0175
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,8.18,8.17,0.94,3.83,3,6.075999999999999
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,8.86,8.17,5.2,1.14,2,6.7285
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,8.18,8.17,1.14,3.83,3,6.116
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 PM,8.86,8.17,5.92,5.45,1,7.519
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,8.86,8.17,3.59,1.03,2,6.39
65,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,8.86,8.17,4.28,1.03,2,6.528
65,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,3:00 PM,8.18,8.17,1.04,3.83,3,6.096
65,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,11:00 PM,8.86,8.17,4.43,5.37,1,7.2090000000000005
66,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1am,9.89,9.72,3.59,1.03,2,7.241499999999999
66,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",Appliance,ApplianceGroundTruthCalculator,False,False,7pm,9.89,9.72,10.0,10.0,1,9.869
66,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",Appliance,ApplianceGroundTruthCalculator,False,False,3pm,9.72,9.72,1.04,3.83,3,7.1005
67,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,9.72,9.72,0.0,3.83,2,6.8925
67,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,9.72,9.72,0.0,3.83,3,6.8925
67,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 PM,9.89,9.72,6.32,5.24,1,8.419
68,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,11:00 PM,9.94,9.81,5.03,5.09,1,8.185
68,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,3:00 PM,9.8,9.81,0.0,3.83,2,6.948
68,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,9.8,9.81,0.0,3.83,3,6.948
69,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,9.89,9.9,10.0,10.0,1,9.932
69,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,9.89,9.9,0.94,3.83,3,7.1945
69,I have time to do laundry this afternoon (around 5 PM). When should I start?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,9:00 PM,10.0,9.9,6.77,6.49,2,8.7925
70,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4:00 PM,9.72,9.72,10.0,10.0,1,9.818
70,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,9.89,9.72,2.61,0.0,3,6.891
70,Thinking of washing clothes around 4 PM. Good timing?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 PM,9.89,9.72,5.13,2.58,2,7.782
71,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4:00 PM,9.89,9.9,10.0,10.0,1,9.932
71,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",Appliance,ApplianceGroundTruthCalculator,False,False,12:00 PM,10.0,9.9,1.04,3.83,3,7.2475000000000005
71,I have time to do laundry this afternoon (around 4 PM). When should I start?,"Erie, PA",Appliance,ApplianceGroundTruthCalculator,False,False,9:00 PM,10.0,9.9,6.71,4.05,2,8.4145
72,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,9.72,9.72,2.86,3.83,3,7.464499999999999
72,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,9.89,9.72,4.71,1.67,2,7.5615
72,Thinking of washing clothes around 5 PM. Good timing?,"Scranton, PA",Appliance,ApplianceGroundTruthCalculator,False,False,7:00 PM,9.89,9.72,10.0,10.0,1,9.869
73,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",Appliance,ApplianceGroundTruthCalculator,False,False,7:00 PM,10.0,9.9,10.0,10.0,1,9.965
73,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,9.89,9.9,1.14,3.83,3,7.234500000000001
73,It's late (around 7 PM) but I need to wash clothes. Should I do it now?,"Bethlehem, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,10.0,9.9,5.13,1.03,2,7.645499999999999
74,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,9.8,9.81,10.0,10.0,1,9.8735
74,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 PM,9.94,9.81,4.03,2.25,2,7.559
74,I want to run a load of laundry around 5 PM. When's the best time?,"Reading, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,9.94,9.81,0.94,0.0,3,6.6034999999999995
75,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,9:00 PM,9.94,9.81,10.0,10.0,1,9.9155
75,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,12:00 AM,9.94,9.81,6.48,4.22,2,8.3445
75,Planning to run the washing machine around 9 PM. Is that okay or should I wait?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,9.8,9.81,1.33,3.83,3,7.214
76,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,4.26,4.2,10.0,10.0,1,6.247999999999999
76,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",Appliance,ApplianceGroundTruthCalculator,False,False,9:00 PM,6.25,4.2,6.6,3.88,3,5.247
76,My laundry is ready to dry (around 2 PM). Should I run the dryer now or wait?,"Philadelphia, PA",Appliance,ApplianceGroundTruthCalculator,False,False,5:00 PM,4.26,4.2,8.46,6.56,2,5.4239999999999995
77,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,4.26,4.2,10.0,10.0,1,6.247999999999999
77,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,12:00 AM,6.25,4.2,0.53,0.0,3,3.4509999999999996
77,Planning to run the dryer around 2 PM. Is that a good time?,"Lancaster, PA",Appliance,ApplianceGroundTruthCalculator,False,False,11:00 PM,6.25,4.2,0.64,0.0,2,3.473
78,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,6.25,4.2,8.3,8.26,1,6.244
78,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,2:00 PM,4.26,4.2,1.71,3.83,3,3.6645
78,I'm ready to dry clothes (around 1 AM). When should I start the dryer?,"Pittsburgh, PA",Appliance,ApplianceGroundTruthCalculator,False,False,8:00 PM,6.25,4.2,1.14,3.83,2,4.147499999999999
79,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,8:00 PM,6.25,4.2,10.0,10.0,1,6.845
79,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 AM,6.25,4.2,1.62,3.83,2,4.243499999999999
79,I'm ready to dry clothes (around 8 PM). When should I start the dryer?,"Harrisburg, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4:00 PM,4.26,4.2,1.04,3.83,3,3.5305
80,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,6.25,4.2,4.43,4.14,2,4.851999999999999
80,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,9:00 PM,6.25,4.2,10.0,10.0,1,6.845
80,Planning to run the dryer around 1 AM. Is that the best time?,"Allentown, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4:00 PM,4.26,4.2,1.14,3.83,3,3.5505
81,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",Appliance,ApplianceGroundTruthCalculator,False,False,12:00 AM,6.48,4.54,3.67,1.14,2,4.438
81,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",Appliance,ApplianceGroundTruthCalculator,False,False,7:00 PM,6.48,4.54,10.0,10.0,1,7.0329999999999995
81,It's late (around midnight) and I need to dry laundry. Should I start now or delay?,"Erie, PA",Appliance,ApplianceGroundTruthCalculator,False,False,3:00 PM,4.6,4.54,1.04,3.83,3,3.7515
82,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",Appliance,ApplianceGroundTruthCalculator,False,False,12:00 AM,6.25,4.2,8.3,8.26,1,6.244
82,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 PM,6.25,4.2,0.0,0.0,3,3.3449999999999998
82,I'm ready to dry clothes (around midnight). When should I start the dryer?,"Scranton, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4:00 PM,4.26,4.2,2.86,3.83,2,3.8945
83,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",Appliance,ApplianceGroundTruthCalculator,False,False,4:00 PM,4.26,4.2,10.0,10.0,1,6.247999999999999
83,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10:00 PM,6.25,4.2,5.53,3.15,2,4.9235
83,My laundry is ready to dry (around 4 PM). Should I run the dryer now or wait?,"Bethlehem, PA",Appliance,ApplianceGroundTruthCalculator,False,False,6:00 AM,6.25,4.2,0.64,0.0,3,3.473
84,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",Appliance,ApplianceGroundTruthCalculator,False,False,3:00 PM,4.26,4.2,10.0,10.0,1,6.247999999999999
84,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",Appliance,ApplianceGroundTruthCalculator,False,False,11:00 PM,6.25,4.2,2.35,3.15,2,4.2875
84,Planning to run the dryer around 3 PM. Is that a good time?,"Reading, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1:00 AM,6.25,4.2,2.35,0.0,3,3.815
85,When should I do dishes today?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,7pm,8.86,8.17,10.0,10.0,1,9.0175
85,When should I do dishes today?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,10pm,8.86,8.17,6.11,5.68,2,7.591500000000001
85,When should I do dishes today?,"York, PA",Appliance,ApplianceGroundTruthCalculator,False,False,1am,8.86,8.17,4.06,1.67,3,6.58
86,What's the ideal shower length?,"Erie, PA",Shower,ShowerGroundTruthCalculator,False,False,6,8.59,9.68,7.83,4.27,1,8.1715
86,What's the ideal shower length?,"Erie, PA",Shower,ShowerGroundTruthCalculator,False,False,9,7.06,8.38,9.67,4.48,2,7.657
86,What's the ideal shower length?,"Erie, PA",Shower,ShowerGroundTruthCalculator,False,False,12,5.52,7.07,8.6,6.24,3,6.786499999999999
87,What's the ideal shower length?,"Scranton, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.11,10.0,5.13,2.44,2,7.624999999999999
87,What's the ideal shower length?,"Scranton, PA",Shower,ShowerGroundTruthCalculator,False,False,7,8.08,9.25,7.83,5.87,1,8.108
87,What's the ideal shower length?,"Scranton, PA",Shower,ShowerGroundTruthCalculator,False,False,10,6.55,7.94,10.0,5.09,3,7.507499999999999
88,What's the ideal shower length?,"Bethlehem, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.55,10.0,5.13,2.44,2,7.757
88,What's the ideal shower length?,"Bethlehem, PA",Shower,ShowerGroundTruthCalculator,False,False,10,7.44,8.7,10.0,5.09,1,8.0405
88,What's the ideal shower length?,"Bethlehem, PA",Shower,ShowerGroundTruthCalculator,False,False,15,5.32,6.9,8.6,4.48,3,6.403
89,How long should my showers be?,"Reading, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.79,10.0,5.13,0.0,3,7.462999999999999
89,How long should my showers be?,"Reading, PA",Shower,ShowerGroundTruthCalculator,False,False,8,8.66,9.74,7.83,3.83,1,8.147499999999999
89,How long should my showers be?,"Reading, PA",Shower,ShowerGroundTruthCalculator,False,False,12,7.16,8.46,8.6,6.24,2,7.765
90,How long should my showers be?,"York, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.36,10.0,5.13,2.44,2,7.699999999999999
90,How long should my showers be?,"York, PA",Shower,ShowerGroundTruthCalculator,False,False,10,7.05,8.37,10.0,5.09,1,7.807999999999999
90,How long should my showers be?,"York, PA",Shower,ShowerGroundTruthCalculator,False,False,15,4.75,6.41,8.6,4.48,3,6.060499999999999
91,How long should my showers be?,"West Chester, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.52,10.0,5.13,2.44,3,7.747999999999999
91,How long should my showers be?,"West Chester, PA",Shower,ShowerGroundTruthCalculator,False,False,7,8.66,9.74,7.83,1.93,2,7.8625
91,How long should my showers be?,"West Chester, PA",Shower,ShowerGroundTruthCalculator,False,False,10,7.37,8.64,10.0,5.09,1,7.998499999999999
92,How long should my showers be?,"State College, PA",Shower,ShowerGroundTruthCalculator,False,False,6,8.59,9.68,7.83,0.0,1,7.531
92,How long should my showers be?,"State College, PA",Shower,ShowerGroundTruthCalculator,False,False,10,6.55,7.94,9.32,5.09,2,7.371499999999999
92,How long should my showers be?,"State College, PA",Shower,ShowerGroundTruthCalculator,False,False,15,3.99,5.76,5.63,4.48,3,5.011
93,How long should my showers be?,"Doylestown, PA",Shower,ShowerGroundTruthCalculator,False,False,6,9.41,10.0,7.83,4.27,1,8.5295
93,How long should my showers be?,"Doylestown, PA",Shower,ShowerGroundTruthCalculator,False,False,9,8.29,9.42,10.0,4.48,2,8.456
93,How long should my showers be?,"Doylestown, PA",Shower,ShowerGroundTruthCalculator,False,False,12,7.16,8.46,10.0,6.24,3,8.045
94,What's the ideal shower length?,"Media, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.42,10.0,5.13,2.44,2,7.718
94,What's the ideal shower length?,"Media, PA",Shower,ShowerGroundTruthCalculator,False,False,8,8.08,9.24,7.83,7.29,1,8.317499999999999
94,What's the ideal shower length?,"Media, PA",Shower,ShowerGroundTruthCalculator,False,False,12,6.28,7.72,10.0,6.24,3,7.522
95,What's the ideal shower length?,"Norristown, PA",Shower,ShowerGroundTruthCalculator,False,False,6,8.65,9.73,7.83,0.0,1,7.5665000000000004
95,What's the ideal shower length?,"Norristown, PA",Shower,ShowerGroundTruthCalculator,False,False,10,6.64,8.02,9.32,5.09,2,7.426499999999999
95,What's the ideal shower length?,"Norristown, PA",Shower,ShowerGroundTruthCalculator,False,False,15,4.13,5.89,5.63,4.48,3,5.0985
96,What's the ideal shower length?,"King of Prussia, PA",Shower,ShowerGroundTruthCalculator,False,False,6,9.17,10.0,7.83,4.27,1,8.4575
96,What's the ideal shower length?,"King of Prussia, PA",Shower,ShowerGroundTruthCalculator,False,False,9,7.92,9.1,10.0,4.48,2,8.233
96,What's the ideal shower length?,"King of Prussia, PA",Shower,ShowerGroundTruthCalculator,False,False,12,6.66,8.04,10.0,6.24,3,7.747999999999999
97,How long should my showers be?,"Pottstown, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.79,10.0,5.13,2.44,3,7.828999999999999
97,How long should my showers be?,"Pottstown, PA",Shower,ShowerGroundTruthCalculator,False,False,8,8.66,9.74,7.83,7.29,1,8.6665
97,How long should my showers be?,"Pottstown, PA",Shower,ShowerGroundTruthCalculator,False,False,12,7.16,8.46,10.0,6.24,2,8.045
98,What's the ideal shower length?,"Exton, PA",Shower,ShowerGroundTruthCalculator,False,False,6,9.03,10.0,7.83,0.0,2,7.7749999999999995
98,What's the ideal shower length?,"Exton, PA",Shower,ShowerGroundTruthCalculator,False,False,9,7.72,8.93,9.67,4.48,1,8.0475
98,What's the ideal shower length?,"Exton, PA",Shower,ShowerGroundTruthCalculator,False,False,12,6.4,7.81,8.6,6.24,3,7.309499999999999
99,What's the ideal shower length?,"Newtown, PA",Shower,ShowerGroundTruthCalculator,False,False,5,9.12,10.0,5.13,2.44,1,7.627999999999999
99,What's the ideal shower length?,"Newtown, PA",Shower,ShowerGroundTruthCalculator,False,False,7,8.1,9.26,7.83,1.93,3,7.5264999999999995
99,What's the ideal shower length?,"Newtown, PA",Shower,ShowerGroundTruthCalculator,False,False,10,6.58,7.97,10.0,5.09,2,7.526999999999999
100,What's the ideal shower length?,"Wilkes-Barre, PA",Shower,ShowerGroundTruthCalculator,False,False,2,10.0,10.0,5.13,0.0,1,7.526
100,What's the ideal shower length?,"Wilkes-Barre, PA",Shower,ShowerGroundTruthCalculator,False,False,16,4.79,6.45,8.6,4.03,2,6.018999999999999
100,What's the ideal shower length?,"Wilkes-Barre, PA",Shower,ShowerGroundTruthCalculator,False,False,29,0.0,1.71,8.6,0.0,3,2.3185
